# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          5.707
 8.8571      0.026          7.572
 8.7857      0.032          9.412
 8.7143      0.038         11.221
 8.6429      0.045         12.995
 8.5714      0.051         14.727
 8.5000      0.057         16.406
 8.4286      0.063         18.019
 8.3571      0.069         19.545
 8.2857      0.075         20.952
 8.2143      0.082         22.183
 8.1429      0.088         23.119
 8.0714      0.094         23.435
 8.0000      0.100         20.449
