# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.921
 8.8571      0.026         10.765
 8.7857      0.032         13.570
 8.7143      0.038         16.330
 8.6429      0.045         19.038
 8.5714      0.051         21.683
 8.5000      0.057         24.249
 8.4286      0.063         26.718
 8.3571      0.069         29.057
 8.2857      0.075         31.219
 8.2143      0.082         33.117
 8.1429      0.088         34.575
 8.0714      0.094         35.097
 8.0000      0.100         30.279
