# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.257
 8.8571      0.026          8.732
 8.7857      0.032         10.183
 8.7143      0.038         11.607
 8.6429      0.045         13.000
 8.5714      0.051         14.355
 8.5000      0.057         15.663
 8.4286      0.063         16.913
 8.3571      0.069         18.086
 8.2857      0.075         19.156
 8.2143      0.082         20.073
 8.1429      0.088         20.741
 8.0714      0.094         20.911
 8.0000      0.100         19.192
