# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.942
 8.8571      0.026         10.522
 8.7857      0.032         13.066
 8.7143      0.038         15.568
 8.6429      0.045         18.020
 8.5714      0.051         20.413
 8.5000      0.057         22.733
 8.4286      0.063         24.961
 8.3571      0.069         27.069
 8.2857      0.075         29.010
 8.2143      0.082         30.707
 8.1429      0.088         31.995
 8.0714      0.094         32.425
 8.0000      0.100         28.376
