# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.404
 8.8571      0.026         11.998
 8.7857      0.032         15.548
 8.7143      0.038         19.047
 8.6429      0.045         22.487
 8.5714      0.051         25.854
 8.5000      0.057         29.132
 8.4286      0.063         32.298
 8.3571      0.069         35.314
 8.2857      0.075         38.125
 8.2143      0.082         40.627
 8.1429      0.088         42.607
 8.0714      0.094         43.452
 8.0000      0.100         36.012
