# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.902
 8.8571      0.026         10.134
 8.7857      0.032         12.334
 8.7143      0.038         14.496
 8.6429      0.045         16.614
 8.5714      0.051         18.677
 8.5000      0.057         20.675
 8.4286      0.063         22.589
 8.3571      0.069         24.395
 8.2857      0.075         26.053
 8.2143      0.082         27.491
 8.1429      0.088         28.567
 8.0714      0.094         28.894
 8.0000      0.100         25.759
