# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.487
 8.8571      0.026         12.036
 8.7857      0.032         15.540
 8.7143      0.038         18.992
 8.6429      0.045         22.382
 8.5714      0.051         25.698
 8.5000      0.057         28.923
 8.4286      0.063         32.032
 8.3571      0.069         34.989
 8.2857      0.075         37.735
 8.2143      0.082         40.169
 8.1429      0.088         42.075
 8.0714      0.094         42.844
 8.0000      0.100         36.012
