# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.850
 8.8571      0.026          9.989
 8.7857      0.032         12.096
 8.7143      0.038         14.167
 8.6429      0.045         16.194
 8.5714      0.051         18.169
 8.5000      0.057         20.081
 8.4286      0.063         21.912
 8.3571      0.069         23.638
 8.2857      0.075         25.221
 8.2143      0.082         26.592
 8.1429      0.088         27.615
 8.0714      0.094         27.919
 8.0000      0.100         24.995
