# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.890
 8.8571      0.026          9.843
 8.7857      0.032         11.766
 8.7143      0.038         13.655
 8.6429      0.045         15.503
 8.5714      0.051         17.301
 8.5000      0.057         19.040
 8.4286      0.063         20.703
 8.3571      0.069         22.269
 8.2857      0.075         23.699
 8.2143      0.082         24.934
 8.1429      0.088         25.845
 8.0714      0.094         26.102
 8.0000      0.100         23.662
