# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.610
 8.8571      0.026         10.509
 8.7857      0.032         13.369
 8.7143      0.038         16.185
 8.6429      0.045         18.948
 8.5714      0.051         21.647
 8.5000      0.057         24.268
 8.4286      0.063         26.790
 8.3571      0.069         29.182
 8.2857      0.075         31.396
 8.2143      0.082         33.345
 8.1429      0.088         34.850
 8.0714      0.094         35.409
 8.0000      0.100         30.336
