# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.804
 8.8571      0.026         10.103
 8.7857      0.032         12.369
 8.7143      0.038         14.595
 8.6429      0.045         16.777
 8.5714      0.051         18.903
 8.5000      0.057         20.963
 8.4286      0.063         22.938
 8.3571      0.069         24.802
 8.2857      0.075         26.515
 8.2143      0.082         28.005
 8.1429      0.088         29.124
 8.0714      0.094         29.472
 8.0000      0.100         26.141
