# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.138
 8.8571      0.026          8.852
 8.7857      0.032         10.537
 8.7143      0.038         12.187
 8.6429      0.045         13.797
 8.5714      0.051         15.360
 8.5000      0.057         16.866
 8.4286      0.063         18.300
 8.3571      0.069         19.644
 8.2857      0.075         20.864
 8.2143      0.082         21.911
 8.1429      0.088         22.683
 8.0714      0.094         22.939
 8.0000      0.100         21.625
