# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.533
 8.8571      0.026          8.756
 8.7857      0.032          9.957
 8.7143      0.038         11.134
 8.6429      0.045         12.282
 8.5714      0.051         13.395
 8.5000      0.057         14.467
 8.4286      0.063         15.487
 8.3571      0.069         16.439
 8.2857      0.075         17.300
 8.2143      0.082         18.032
 8.1429      0.088         18.559
 8.0714      0.094         18.700
 8.0000      0.100         17.714
