# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.940
 8.8571      0.026          9.762
 8.7857      0.032         11.555
 8.7143      0.038         13.315
 8.6429      0.045         15.035
 8.5714      0.051         16.709
 8.5000      0.057         18.326
 8.4286      0.063         19.870
 8.3571      0.069         21.321
 8.2857      0.075         22.645
 8.2143      0.082         23.782
 8.1429      0.088         24.616
 8.0714      0.094         24.844
 8.0000      0.100         22.753
