# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.406
 8.8571      0.026         11.830
 8.7857      0.032         15.211
 8.7143      0.038         18.540
 8.6429      0.045         21.810
 8.5714      0.051         25.007
 8.5000      0.057         28.114
 8.4286      0.063         31.109
 8.3571      0.069         33.955
 8.2857      0.075         36.597
 8.2143      0.082         38.933
 8.1429      0.088         40.757
 8.0714      0.094         41.477
 8.0000      0.100         35.034
