# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.906
 8.8571      0.026         10.430
 8.7857      0.032         11.931
 8.7143      0.038         13.403
 8.6429      0.045         14.842
 8.5714      0.051         16.241
 8.5000      0.057         17.592
 8.4286      0.063         18.882
 8.3571      0.069         20.092
 8.2857      0.075         21.193
 8.2143      0.082         22.134
 8.1429      0.088         22.813
 8.0714      0.094         22.969
 8.0000      0.100         21.196
