# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020         10.759
 8.8571      0.026         11.774
 8.7857      0.032         12.767
 8.7143      0.038         13.736
 8.6429      0.045         14.677
 8.5714      0.051         15.585
 8.5000      0.057         16.456
 8.4286      0.063         17.281
 8.3571      0.069         18.050
 8.2857      0.075         18.751
 8.2143      0.082         19.362
 8.1429      0.088         19.851
 8.0714      0.094         20.162
 8.0000      0.100         20.184
