# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.858
 8.8571      0.026         10.010
 8.7857      0.032         12.131
 8.7143      0.038         14.214
 8.6429      0.045         16.254
 8.5714      0.051         18.242
 8.5000      0.057         20.165
 8.4286      0.063         22.008
 8.3571      0.069         23.745
 8.2857      0.075         25.338
 8.2143      0.082         26.719
 8.1429      0.088         27.749
 8.0714      0.094         28.056
 8.0000      0.100         25.106
