# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.567
 8.8571      0.026         12.122
 8.7857      0.032         15.633
 8.7143      0.038         19.094
 8.6429      0.045         22.494
 8.5714      0.051         25.823
 8.5000      0.057         29.062
 8.4286      0.063         32.189
 8.3571      0.069         35.167
 8.2857      0.075         37.940
 8.2143      0.082         40.405
 8.1429      0.088         42.349
 8.0714      0.094         43.164
 8.0000      0.100         35.926
