# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.318
 8.8571      0.026         12.002
 8.7857      0.032         15.640
 8.7143      0.038         19.224
 8.6429      0.045         22.746
 8.5714      0.051         26.192
 8.5000      0.057         29.544
 8.4286      0.063         32.777
 8.3571      0.069         35.855
 8.2857      0.075         38.718
 8.2143      0.082         41.260
 8.1429      0.088         43.260
 8.0714      0.094         44.093
 8.0000      0.100         36.819
