# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.525
 8.8571      0.026          8.705
 8.7857      0.032          9.864
 8.7143      0.038         10.999
 8.6429      0.045         12.106
 8.5714      0.051         13.179
 8.5000      0.057         14.211
 8.4286      0.063         15.193
 8.3571      0.069         16.109
 8.2857      0.075         16.937
 8.2143      0.082         17.640
 8.1429      0.088         18.146
 8.0714      0.094         18.285
 8.0000      0.100         17.382
