# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.989
 8.8571      0.026         10.937
 8.7857      0.032         13.846
 8.7143      0.038         16.709
 8.6429      0.045         19.518
 8.5714      0.051         22.262
 8.5000      0.057         24.926
 8.4286      0.063         27.489
 8.3571      0.069         29.920
 8.2857      0.075         32.168
 8.2143      0.082         34.145
 8.1429      0.088         35.668
 8.0714      0.094         36.225
 8.0000      0.100         31.119
