# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.883
 8.8571      0.026         10.246
 8.7857      0.032         12.575
 8.7143      0.038         14.865
 8.6429      0.045         17.108
 8.5714      0.051         19.295
 8.5000      0.057         21.413
 8.4286      0.063         23.445
 8.3571      0.069         25.364
 8.2857      0.075         27.128
 8.2143      0.082         28.663
 8.1429      0.088         29.818
 8.0714      0.094         30.182
 8.0000      0.100         26.714
