# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.010
 8.8571      0.026         10.828
 8.7857      0.032         13.607
 8.7143      0.038         16.341
 8.6429      0.045         19.023
 8.5714      0.051         21.642
 8.5000      0.057         24.184
 8.4286      0.063         26.627
 8.3571      0.069         28.942
 8.2857      0.075         31.081
 8.2143      0.082         32.957
 8.1429      0.088         34.394
 8.0714      0.094         34.903
 8.0000      0.100         30.186
