# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.272
 8.8571      0.026         11.560
 8.7857      0.032         14.806
 8.7143      0.038         18.002
 8.6429      0.045         21.140
 8.5714      0.051         24.208
 8.5000      0.057         27.189
 8.4286      0.063         30.060
 8.3571      0.069         32.788
 8.2857      0.075         35.318
 8.2143      0.082         37.552
 8.1429      0.088         39.290
 8.0714      0.094         39.964
 8.0000      0.100         33.897
