# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          6.913
 8.8571      0.026          9.750
 8.7857      0.032         12.562
 8.7143      0.038         15.343
 8.6429      0.045         18.087
 8.5714      0.051         20.788
 8.5000      0.057         23.434
 8.4286      0.063         26.011
 8.3571      0.069         28.493
 8.2857      0.075         30.845
 8.2143      0.082         32.998
 8.1429      0.088         34.804
 8.0714      0.094         35.829
 8.0000      0.100         27.675
