# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.186
 8.8571      0.026         11.458
 8.7857      0.032         14.687
 8.7143      0.038         17.865
 8.6429      0.045         20.983
 8.5714      0.051         24.028
 8.5000      0.057         26.985
 8.4286      0.063         29.829
 8.3571      0.069         32.526
 8.2857      0.075         35.022
 8.2143      0.082         37.217
 8.1429      0.088         38.912
 8.0714      0.094         39.544
 8.0000      0.100         33.933
