# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.981
 8.8571      0.026          9.977
 8.7857      0.032         11.941
 8.7143      0.038         13.871
 8.6429      0.045         15.759
 8.5714      0.051         17.597
 8.5000      0.057         19.374
 8.4286      0.063         21.074
 8.3571      0.069         22.674
 8.2857      0.075         24.137
 8.2143      0.082         25.399
 8.1429      0.088         26.332
 8.0714      0.094         26.596
 8.0000      0.100         24.085
