# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.632
 8.8571      0.026          9.275
 8.7857      0.032         10.892
 8.7143      0.038         12.476
 8.6429      0.045         14.023
 8.5714      0.051         15.525
 8.5000      0.057         16.973
 8.4286      0.063         18.354
 8.3571      0.069         19.647
 8.2857      0.075         20.821
 8.2143      0.082         21.826
 8.1429      0.088         22.560
 8.0714      0.094         22.771
 8.0000      0.100         21.282
