# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.203
 8.8571      0.026         11.374
 8.7857      0.032         14.505
 8.7143      0.038         17.587
 8.6429      0.045         20.613
 8.5714      0.051         23.570
 8.5000      0.057         26.443
 8.4286      0.063         29.210
 8.3571      0.069         31.837
 8.2857      0.075         34.271
 8.2143      0.082         36.419
 8.1429      0.088         38.085
 8.0714      0.094         38.721
 8.0000      0.100         32.954
