# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020         10.759
 8.8571      0.026         11.777
 8.7857      0.032         12.774
 8.7143      0.038         13.747
 8.6429      0.045         14.691
 8.5714      0.051         15.602
 8.5000      0.057         16.476
 8.4286      0.063         17.303
 8.3571      0.069         18.075
 8.2857      0.075         18.777
 8.2143      0.082         19.388
 8.1429      0.088         19.875
 8.0714      0.094         20.180
 8.0000      0.100         20.184
