# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.906
 8.8571      0.026         10.428
 8.7857      0.032         11.925
 8.7143      0.038         13.394
 8.6429      0.045         14.830
 8.5714      0.051         16.227
 8.5000      0.057         17.574
 8.4286      0.063         18.861
 8.3571      0.069         20.067
 8.2857      0.075         21.164
 8.2143      0.082         22.101
 8.1429      0.088         22.778
 8.0714      0.094         22.933
 8.0000      0.100         21.196
