# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.978
 8.8571      0.026         10.825
 8.7857      0.032         13.632
 8.7143      0.038         16.394
 8.6429      0.045         19.104
 8.5714      0.051         21.749
 8.5000      0.057         24.317
 8.4286      0.063         26.785
 8.3571      0.069         29.123
 8.2857      0.075         31.283
 8.2143      0.082         33.178
 8.1429      0.088         34.631
 8.0714      0.094         35.147
 8.0000      0.100         30.394
