# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.145
 8.8571      0.026         11.400
 8.7857      0.032         14.612
 8.7143      0.038         17.775
 8.6429      0.045         20.880
 8.5714      0.051         23.915
 8.5000      0.057         26.864
 8.4286      0.063         29.704
 8.3571      0.069         32.400
 8.2857      0.075         34.900
 8.2143      0.082         37.106
 8.1429      0.088         38.819
 8.0714      0.094         39.479
 8.0000      0.100         33.559
