# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.978
 8.8571      0.026         10.602
 8.7857      0.032         13.189
 8.7143      0.038         15.731
 8.6429      0.045         18.221
 8.5714      0.051         20.650
 8.5000      0.057         23.002
 8.4286      0.063         25.259
 8.3571      0.069         27.391
 8.2857      0.075         29.351
 8.2143      0.082         31.059
 8.1429      0.088         32.349
 8.0714      0.094         32.771
 8.0000      0.100         28.946
