# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.859
 8.8571      0.026         10.443
 8.7857      0.032         12.990
 8.7143      0.038         15.496
 8.6429      0.045         17.951
 8.5714      0.051         20.348
 8.5000      0.057         22.670
 8.4286      0.063         24.901
 8.3571      0.069         27.010
 8.2857      0.075         28.954
 8.2143      0.082         30.652
 8.1429      0.088         31.941
 8.0714      0.094         32.371
 8.0000      0.100         28.345
