# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          9.336
 8.8571      0.026         13.222
 8.7857      0.032         17.066
 8.7143      0.038         20.861
 8.6429      0.045         24.597
 8.5714      0.051         28.261
 8.5000      0.057         31.837
 8.4286      0.063         35.301
 8.3571      0.069         38.617
 8.2857      0.075         41.725
 8.2143      0.082         44.521
 8.1429      0.088         46.782
 8.0714      0.094         47.862
 8.0000      0.100         38.596
