# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.555
 8.8571      0.026          9.211
 8.7857      0.032         10.838
 8.7143      0.038         12.434
 8.6429      0.045         13.992
 8.5714      0.051         15.505
 8.5000      0.057         16.964
 8.4286      0.063         18.355
 8.3571      0.069         19.658
 8.2857      0.075         20.842
 8.2143      0.082         21.856
 8.1429      0.088         22.597
 8.0714      0.094         22.810
 8.0000      0.100         21.282
