# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.725
 8.8571      0.026          9.582
 8.7857      0.032         11.411
 8.7143      0.038         13.206
 8.6429      0.045         14.962
 8.5714      0.051         16.670
 8.5000      0.057         18.321
 8.4286      0.063         19.898
 8.3571      0.069         21.381
 8.2857      0.075         22.736
 8.2143      0.082         23.901
 8.1429      0.088         24.759
 8.0714      0.094         24.998
 8.0000      0.100         22.798
