# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.378
 8.8571      0.026         12.217
 8.7857      0.032         16.008
 8.7143      0.038         19.745
 8.6429      0.045         23.417
 8.5714      0.051         27.010
 8.5000      0.057         30.507
 8.4286      0.063         33.882
 8.3571      0.069         37.096
 8.2857      0.075         40.089
 8.2143      0.082         42.750
 8.1429      0.088         44.853
 8.0714      0.094         45.747
 8.0000      0.100         38.010
