# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.069
 8.8571      0.026          9.540
 8.7857      0.032         10.986
 8.7143      0.038         12.402
 8.6429      0.045         13.785
 8.5714      0.051         15.127
 8.5000      0.057         16.419
 8.4286      0.063         17.650
 8.3571      0.069         18.800
 8.2857      0.075         19.843
 8.2143      0.082         20.732
 8.1429      0.088         21.375
 8.0714      0.094         21.551
 8.0000      0.100         20.295
