# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.903
 8.8571      0.026         10.070
 8.7857      0.032         12.205
 8.7143      0.038         14.303
 8.6429      0.045         16.356
 8.5714      0.051         18.357
 8.5000      0.057         20.293
 8.4286      0.063         22.147
 8.3571      0.069         23.895
 8.2857      0.075         25.498
 8.2143      0.082         26.886
 8.1429      0.088         27.921
 8.0714      0.094         28.229
 8.0000      0.100         25.289
