# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.865
 8.8571      0.026          9.413
 8.7857      0.032         10.935
 8.7143      0.038         12.428
 8.6429      0.045         13.887
 8.5714      0.051         15.304
 8.5000      0.057         16.670
 8.4286      0.063         17.972
 8.3571      0.069         19.193
 8.2857      0.075         20.302
 8.2143      0.082         21.249
 8.1429      0.088         21.937
 8.0714      0.094         22.118
 8.0000      0.100         20.585
