# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020         12.926
 8.8571      0.026         13.451
 8.7857      0.032         13.963
 8.7143      0.038         14.463
 8.6429      0.045         14.948
 8.5714      0.051         15.416
 8.5000      0.057         15.866
 8.4286      0.063         16.294
 8.3571      0.069         16.698
 8.2857      0.075         17.072
 8.2143      0.082         17.412
 8.1429      0.088         17.710
 8.0714      0.094         17.955
 8.0000      0.100         18.132
