# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.234
 8.8571      0.026         11.627
 8.7857      0.032         14.976
 8.7143      0.038         18.273
 8.6429      0.045         21.511
 8.5714      0.051         24.677
 8.5000      0.057         27.753
 8.4286      0.063         30.717
 8.3571      0.069         33.533
 8.2857      0.075         36.145
 8.2143      0.082         38.454
 8.1429      0.088         40.252
 8.0714      0.094         40.959
 8.0000      0.100         34.674
