# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.404
 8.8571      0.026         11.966
 8.7857      0.032         15.483
 8.7143      0.038         18.947
 8.6429      0.045         22.350
 8.5714      0.051         25.679
 8.5000      0.057         28.916
 8.4286      0.063         32.037
 8.3571      0.069         35.007
 8.2857      0.075         37.766
 8.2143      0.082         40.211
 8.1429      0.088         42.129
 8.0714      0.094         42.909
 8.0000      0.100         36.012
