# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020         10.455
 8.8571      0.026         14.289
 8.7857      0.032         18.073
 8.7143      0.038         21.797
 8.6429      0.045         25.452
 8.5714      0.051         29.023
 8.5000      0.057         32.491
 8.4286      0.063         35.829
 8.3571      0.069         38.995
 8.2857      0.075         41.926
 8.2143      0.082         44.506
 8.1429      0.088         46.498
 8.0714      0.094         47.233
 8.0000      0.100         40.451
