# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.568
 8.8571      0.026         12.212
 8.7857      0.032         15.810
 8.7143      0.038         19.355
 8.6429      0.045         22.838
 8.5714      0.051         26.245
 8.5000      0.057         29.559
 8.4286      0.063         32.755
 8.3571      0.069         35.796
 8.2857      0.075         38.622
 8.2143      0.082         41.129
 8.1429      0.088         43.097
 8.0714      0.094         43.903
 8.0000      0.100         36.783
