# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.480
 8.8571      0.026         10.562
 8.7857      0.032         13.588
 8.7143      0.038         16.551
 8.6429      0.045         19.441
 8.5714      0.051         22.248
 8.5000      0.057         24.955
 8.4286      0.063         27.541
 8.3571      0.069         29.978
 8.2857      0.075         32.220
 8.2143      0.082         34.199
 8.1429      0.088         35.789
 8.0714      0.094         36.714
 8.0000      0.100         36.036
