# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.975
 8.8571      0.026         11.552
 8.7857      0.032         15.084
 8.7143      0.038         18.565
 8.6429      0.045         21.984
 8.5714      0.051         25.330
 8.5000      0.057         28.584
 8.4286      0.063         31.724
 8.3571      0.069         34.712
 8.2857      0.075         37.491
 8.2143      0.082         39.959
 8.1429      0.088         41.901
 8.0714      0.094         42.711
 8.0000      0.100         35.664
