# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.293
 8.8571      0.026         12.032
 8.7857      0.032         15.725
 8.7143      0.038         19.363
 8.6429      0.045         22.937
 8.5714      0.051         26.434
 8.5000      0.057         29.836
 8.4286      0.063         33.117
 8.3571      0.069         36.241
 8.2857      0.075         39.146
 8.2143      0.082         41.725
 8.1429      0.088         43.755
 8.0714      0.094         44.602
 8.0000      0.100         37.242
