# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020         10.804
 8.8571      0.026         14.266
 8.7857      0.032         17.684
 8.7143      0.038         21.050
 8.6429      0.045         24.355
 8.5714      0.051         27.587
 8.5000      0.057         30.727
 8.4286      0.063         33.752
 8.3571      0.069         36.625
 8.2857      0.075         39.287
 8.2143      0.082         41.635
 8.1429      0.088         43.452
 8.0714      0.094         44.123
 8.0000      0.100         37.623
