# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.603
 8.8571      0.026         10.298
 8.7857      0.032         12.957
 8.7143      0.038         15.573
 8.6429      0.045         18.138
 8.5714      0.051         20.643
 8.5000      0.057         23.074
 8.4286      0.063         25.410
 8.3571      0.069         27.624
 8.2857      0.075         29.668
 8.2143      0.082         31.461
 8.1429      0.088         32.835
 8.0714      0.094         33.320
 8.0000      0.100         28.839
