# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          9.277
 8.8571      0.026         12.914
 8.7857      0.032         16.504
 8.7143      0.038         20.040
 8.6429      0.045         23.513
 8.5714      0.051         26.909
 8.5000      0.057         30.211
 8.4286      0.063         33.393
 8.3571      0.069         36.418
 8.2857      0.075         39.226
 8.2143      0.082         41.710
 8.1429      0.088         43.648
 8.0714      0.094         44.411
 8.0000      0.100         37.498
