# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.793
 8.8571      0.026          9.383
 8.7857      0.032         10.946
 8.7143      0.038         12.479
 8.6429      0.045         13.977
 8.5714      0.051         15.433
 8.5000      0.057         16.837
 8.4286      0.063         18.177
 8.3571      0.069         19.432
 8.2857      0.075         20.574
 8.2143      0.082         21.550
 8.1429      0.088         22.261
 8.0714      0.094         22.449
 8.0000      0.100         20.829
