# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.631
 8.8571      0.026         10.500
 8.7857      0.032         13.331
 8.7143      0.038         16.117
 8.6429      0.045         18.851
 8.5714      0.051         21.522
 8.5000      0.057         24.114
 8.4286      0.063         26.609
 8.3571      0.069         28.975
 8.2857      0.075         31.164
 8.2143      0.082         33.089
 8.1429      0.088         34.574
 8.0714      0.094         35.121
 8.0000      0.100         30.142
