# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.240
 8.8571      0.026         11.728
 8.7857      0.032         15.171
 8.7143      0.038         18.563
 8.6429      0.045         21.894
 8.5714      0.051         25.151
 8.5000      0.057         28.319
 8.4286      0.063         31.373
 8.3571      0.069         34.277
 8.2857      0.075         36.974
 8.2143      0.082         39.363
 8.1429      0.088         41.233
 8.0714      0.094         41.988
 8.0000      0.100         35.316
