# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.028
 8.8571      0.026         10.891
 8.7857      0.032         13.715
 8.7143      0.038         16.495
 8.6429      0.045         19.222
 8.5714      0.051         21.885
 8.5000      0.057         24.471
 8.4286      0.063         26.958
 8.3571      0.069         29.316
 8.2857      0.075         31.495
 8.2143      0.082         33.410
 8.1429      0.088         34.882
 8.0714      0.094         35.412
 8.0000      0.100         30.497
