# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020         10.460
 8.8571      0.026         11.610
 8.7857      0.032         12.740
 8.7143      0.038         13.847
 8.6429      0.045         14.927
 8.5714      0.051         15.975
 8.5000      0.057         16.983
 8.4286      0.063         17.941
 8.3571      0.069         18.834
 8.2857      0.075         19.640
 8.2143      0.082         20.319
 8.1429      0.088         20.796
 8.0714      0.094         20.891
 8.0000      0.100         19.866
