# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.710
 8.8571      0.026          9.147
 8.7857      0.032         10.559
 8.7143      0.038         11.944
 8.6429      0.045         13.296
 8.5714      0.051         14.609
 8.5000      0.057         15.874
 8.4286      0.063         17.080
 8.3571      0.069         18.208
 8.2857      0.075         19.231
 8.2143      0.082         20.104
 8.1429      0.088         20.736
 8.0714      0.094         20.903
 8.0000      0.100         19.577
