# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.003
 8.8571      0.026         10.638
 8.7857      0.032         13.235
 8.7143      0.038         15.791
 8.6429      0.045         18.296
 8.5714      0.051         20.740
 8.5000      0.057         23.111
 8.4286      0.063         25.387
 8.3571      0.069         27.542
 8.2857      0.075         29.528
 8.2143      0.082         31.264
 8.1429      0.088         32.585
 8.0714      0.094         33.031
 8.0000      0.100         28.839
