# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.902
 8.8571      0.026         10.174
 8.7857      0.032         12.414
 8.7143      0.038         14.616
 8.6429      0.045         16.772
 8.5714      0.051         18.875
 8.5000      0.057         20.911
 8.4286      0.063         22.863
 8.3571      0.069         24.706
 8.2857      0.075         26.398
 8.2143      0.082         27.869
 8.1429      0.088         28.973
 8.0714      0.094         29.314
 8.0000      0.100         26.023
