# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          8.027
 8.8571      0.026         10.889
 8.7857      0.032         13.712
 8.7143      0.038         16.491
 8.6429      0.045         19.216
 8.5714      0.051         21.877
 8.5000      0.057         24.460
 8.4286      0.063         26.943
 8.3571      0.069         29.297
 8.2857      0.075         31.472
 8.2143      0.082         33.382
 8.1429      0.088         34.847
 8.0714      0.094         35.371
 8.0000      0.100         30.531
