# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.804
 8.8571      0.026          9.179
 8.7857      0.032         10.530
 8.7143      0.038         11.854
 8.6429      0.045         13.146
 8.5714      0.051         14.399
 8.5000      0.057         15.607
 8.4286      0.063         16.757
 8.3571      0.069         17.831
 8.2857      0.075         18.805
 8.2143      0.082         19.635
 8.1429      0.088         20.233
 8.0714      0.094         20.393
 8.0000      0.100         19.207
